feature,background_mean,landslide_mean,difference
rainfall_mm_day,26.962667637368803,52.41961502211995,25.456947384751146
soil_wetness_gwet_top,0.853353711790393,0.9103521126760564,0.056998400885663436
slope_degrees,16.84021899770488,22.96266864504842,6.12244964734354
elevation_m,1020.2934497816594,830.0017605633802,-190.2916892182792
