latitude,longitude,historical_landslide,elevation_m,slope_degrees
27.001453,93.633096,0,330.0,3.4389123953782974
28.800489,96.282139,0,2484.0,48.310928488127864
25.155112,93.897021,0,2486.0,24.214872463290742
28.824297,95.587083,0,2590.0,30.35917347518287
28.880628,94.091732,0,4372.0,25.45378578114081
28.514827,93.680139,0,2206.0,34.19656541152528
26.145897,94.82121,0,1061.0,22.56484603228612
26.48871,90.292845,0,53.0,0.6752059787394532
27.776485,93.202189,0,1544.0,9.520202144985053
25.956241,91.590767,0,550.0,27.41028169409525
23.908528,91.389574,0,43.0,5.951584521749746
25.682503,92.833097,0,189.0,3.035723707408927
26.173549,91.903509,0,241.0,7.917305155246911
25.082694,93.456602,0,753.0,35.34110977787737
26.866559,92.706048,0,96.0,1.9678637764222802
29.213892,95.73576,0,4175.0,25.352949515010675
25.632217,94.044622,0,2152.0,31.440754691242105
26.770238,93.108724,0,81.0,3.109633021988153
29.053438,95.971765,0,3589.0,17.528368921801512
27.692383,94.293935,0,449.0,29.076632747398463
26.589811,91.520629,0,68.0,2.1342998941463125
26.579907,94.280203,0,116.0,0.4774537773095774
25.611587,92.554724,0,807.0,23.738732727210387
28.007183,94.348622,0,1475.0,30.561502037856208
26.192194,91.829219,0,142.0,7.8538855043146905
28.321009,94.442709,0,2071.0,25.589520372366223
28.398918,94.157817,0,3065.0,52.004530670753155
26.09962,91.577628,0,50.0,1.391763426244203
28.39697,93.331704,0,2579.0,36.61406435179938
28.619691,96.173121,0,2843.0,30.108188269968842
27.601437,93.530803,0,2617.0,27.745453237202632
25.70896,94.819878,0,1142.0,20.155422119735228
24.617842,92.624281,0,34.0,4.679912393493258
26.912195,94.401847,0,92.0,0.7548944975654582
27.306829,95.514501,0,206.0,2.263636058426967
26.710719,94.702499,0,605.0,27.414816008015812
25.010942,93.227201,0,196.0,12.958842095998698
22.984937,91.591428,0,16.0,7.085726953533678
25.651245,90.843136,0,587.0,12.106073141102073
25.58432,91.970932,0,1410.0,14.763132623631552
26.643985,90.330418,0,88.0,3.5204050825976285
27.991445,93.842489,0,666.0,27.35122154973727
28.408621,95.678262,0,1196.0,35.470335162866704
26.274054,92.628078,0,61.0,0.3376147110174216
26.046394,93.5796,0,701.0,9.8764738609297
