latitude,longitude,elevation_m,slope_degrees,historical_landslide
26.191667,91.803611,84.0,14.535165207979569,1
26.19167,91.79028,91.0,14.763132623631552,1
26.192444,91.764222,101.0,14.066164922222868,1
26.195306,91.765639,85.0,6.853224835121291,1
26.195528,91.780556,165.0,18.94158858012096,1
26.19622,91.76336,90.0,4.857533338413092,1
26.198,90.298,45.0,14.931417178137552,1
26.20261,91.14528,39.0,6.379370208442804,1
26.20536,91.86497,69.0,15.042369244334246,1
26.205583,91.963222,70.0,14.15548761586253,1
26.211111,91.684167,65.0,15.42324502154344,1
26.250333,91.976694,70.0,19.188418756936425,1
26.256139,91.711583,82.0,18.64821573021375,1
26.297306,93.211833,151.0,20.07880037349212,1
26.297778,93.211111,142.0,25.675463214971884,1
26.298389,93.21625,188.0,17.03574212804197,1
26.302944,93.225389,255.0,15.042369244334244,1
26.303333,93.225694,262.0,5.788832299437198,1
26.307972,93.275722,435.0,3.931095784160226,1
26.314847,93.256125,386.0,10.046788047511114,1
26.314964,93.256408,384.0,14.506372352544124,1
26.323083,93.093167,99.0,23.444146119861458,1
26.32685,93.267639,319.0,10.555380466061171,1
26.3287,93.269194,328.0,20.80971857959822,1
26.339833,93.099972,360.0,20.99158237694124,1
26.34075,93.78861,253.0,15.896959679954522,1
26.3466,93.7356,190.0,17.456590925928477,1
26.347417,93.2982,309.0,2.1342998941463125,1
26.3477,93.7399,202.0,30.77741947322608,1
26.3478,93.7417,209.0,37.19921925289739,1
26.34838,93.78208,235.0,8.582483688827132,1
26.34938,93.78091,235.0,11.038532615965034,1
26.35622,93.77941,193.0,17.224372940700082,1
26.3733,90.5499,59.0,14.273571375658683,1
26.37456,91.84561,61.0,4.262693045214654,1
26.3848,90.5943,121.0,47.03134321771491,1
26.394,90.48,56.0,10.555380466061171,1
26.483278,93.181306,169.0,11.499465999742789,1
26.51925,93.47147,158.0,14.273571375658683,1
26.5235,93.28166,108.0,27.432940772267944,1
26.54,94.37,187.0,7.594643368591445,1
26.55,94.36,171.0,4.857533338413092,1
26.56,94.36,196.0,8.530765609948133,1
26.56111,93.04925,114.0,26.126317264569018,1
26.56252,93.05658,92.0,0.9548412538721888,1
26.57,94.35,183.0,11.461836902818336,1
26.57411,93.09811,89.0,15.06995574963759,1
26.57447,93.66297,197.0,7.2338446967252255,1
26.57455,93.11244,117.0,33.05825736162379,1
26.57708,93.65836,202.0,17.01197993242201,1
26.57719,93.10008,75.0,1.3502244696996155,1
26.58,94.35,217.0,17.083143246452856,1
26.59011,93.57466,129.0,7.416536974278209,1
26.59041,93.47616,124.0,9.870926939134982,1
26.59416,93.547361,162.0,12.364552990274646,1
26.6,94.34,139.0,2.862405226111748,1
26.6,94.35,185.0,9.73677691573277,1
26.60275,93.48408,114.0,3.016961309815993,1
