latitude,longitude,event_date,rainfall_mm_day,elevation_m,slope_degrees,soil_wetness_gwet_top,soil_moisture_source,nearest_landslide_distance_km,nearest_landslide_latitude,nearest_landslide_longitude
25.722888,91.148096,2025-05-31,15.889999389648438,985.0,30.205466819616653,0.98,NASA_POWER_MERRA2,4.313861478016611,25.69483,91.11836
27.141419,92.851021,2016-05-22,3.554999351501465,1016.0,22.140679470491683,0.76,NASA_POWER_MERRA2,25.341030493051637,27.018342,92.6356
28.264937,95.974532,2024-05-28,31.154998779296875,2389.0,27.590686362179103,0.82,NASA_POWER_MERRA2,139.9834555525115,27.715081,94.692035
27.217694,93.566993,2025-01-19,0.0,879.0,37.358895117583934,0.67,NASA_POWER_MERRA2,13.989137235090997,27.099285,93.614766
27.534105,96.374007,2024-05-28,56.21499252319336,532.0,7.917305155246911,0.72,NASA_POWER_MERRA2,166.9228527263165,27.715081,94.692035
28.059464,97.098106,2022-05-14,12.845000267028809,4000.0,24.50836784352711,0.92,NASA_POWER_MERRA2,239.54945129083953,27.715081,94.692035
28.327295,94.319193,2014-09-22,23.374998092651367,3091.0,48.94315600528589,0.9,NASA_POWER_MERRA2,77.28929726603091,27.715081,94.692035
24.36059,93.005262,2020-06-02,2.8450002670288086,502.0,11.54163616146147,0.85,NASA_POWER_MERRA2,3.605561488236891,24.32836667,93.00923056
27.89953,88.423202,2024-05-28,0.6599999666213989,4719.0,4.972358392400693,0.68,NASA_POWER_MERRA2,38.98053050743763,27.61936111,88.66131389
25.170488,91.480817,2024-07-02,5.755000114440918,61.0,17.0000833481045,0.99,NASA_POWER_MERRA2,8.47646915233478,25.18688889,91.39855556
27.149139,95.550149,2013-08-18,0.0,599.0,15.70167123678081,0.95,NASA_POWER_MERRA2,96.81463175695548,26.70744,94.70858
24.879842,94.651242,2024-07-07,15.605000495910645,544.0,22.64628690782382,0.85,NASA_POWER_MERRA2,32.082265741394444,24.9252,94.3371
27.705526,94.660517,2016-07-14,28.48500061035156,315.0,20.91228418611125,0.93,NASA_POWER_MERRA2,3.2795700095360334,27.715081,94.692035
28.71238,94.164135,2020-06-02,17.145000457763672,3009.0,27.41028169409525,0.92,NASA_POWER_MERRA2,122.36448856887674,27.715081,94.692035
26.575967,92.36669,2025-05-31,8.930000305175781,66.0,3.372286683433898,0.83,NASA_POWER_MERRA2,42.47631691968925,26.88969,92.12266
25.745227,93.314899,2024-10-07,13.280000686645508,217.0,5.150652185902698,0.86,NASA_POWER_MERRA2,19.304062541702507,25.69814,93.129423
25.981654,91.936586,2025-06-02,7.529999256134033,535.0,6.317550481225067,0.85,NASA_POWER_MERRA2,7.35427004108648,26.00294,91.86692
25.281027,92.066343,2024-05-28,82.30499267578125,1030.0,5.989218403964244,0.99,NASA_POWER_MERRA2,4.698727682485679,25.28422636,92.11294194
27.42307,92.718578,2024-05-28,32.48999786376953,2094.0,33.66732624853926,0.77,NASA_POWER_MERRA2,45.745583493894536,27.018342,92.6356
27.996196,93.085517,2025-06-01,12.459999084472656,2744.0,8.111279210562941,0.83,NASA_POWER_MERRA2,101.59983666881344,27.339267,93.802581
26.914966,92.610118,2024-05-28,33.46500015258789,117.0,0.3376147110174216,0.76,NASA_POWER_MERRA2,11.769043449205432,27.018342,92.6356
26.804087,92.84772,2024-05-28,40.41500473022461,78.0,2.385944030388813,0.75,NASA_POWER_MERRA2,31.779737174028853,27.018342,92.6356
26.399713,92.317463,2007-09-07,52.32000732421875,56.0,0.9548412538721888,0.94,NASA_POWER_MERRA2,39.073480088112184,26.24698,91.964383
25.788967,90.232556,2025-05-30,35.95499801635742,146.0,8.543726239832896,0.89,NASA_POWER_MERRA2,48.47493080990461,25.38163333,90.06033889
26.784301,94.537906,2025-07-07,17.469999313354492,105.0,3.109633021988153,0.88,NASA_POWER_MERRA2,18.67725637299418,26.70675,94.70475
26.795908,95.354246,2019-07-16,0.0,594.0,18.946773780002005,0.97,NASA_POWER_MERRA2,56.436014218090456,26.41931,94.97369
27.010518,93.154722,2007-08-12,9.19499969482422,444.0,8.327142652905913,0.86,NASA_POWER_MERRA2,46.61381742419794,27.099285,93.614766
26.529789,91.622357,2025-06-01,71.18999481201172,59.0,0.7548944975654582,0.81,NASA_POWER_MERRA2,28.140913112925155,26.37456,91.84561
26.455643,93.214573,2025-06-01,0.8700000047683716,766.0,17.109734569428905,0.85,NASA_POWER_MERRA2,81.85648254572425,27.099285,93.614766
26.42718,94.584889,2016-05-22,1.2249999046325684,586.0,17.721756522654722,0.85,NASA_POWER_MERRA2,14.360945470679974,26.379798,94.450751
25.694809,91.208657,2025-07-31,0.0,1289.0,16.18139460308577,0.97,NASA_POWER_MERRA2,5.27187018650325,25.740148,91.224044
25.456659,90.851103,2024-05-28,5.25499963760376,396.0,10.865111054657977,0.95,NASA_POWER_MERRA2,14.309987912493131,25.45939722,90.70860278
25.770189,94.155492,2019-06-27,4.860000133514404,966.0,18.56861104463105,0.85,NASA_POWER_MERRA2,7.871318554740438,25.7491204,94.0804548
25.826312,94.555343,2025-06-01,12.28499984741211,1715.0,10.176527410054078,0.87,NASA_POWER_MERRA2,37.04937181779042,25.8816564,94.1902346
27.592414,93.848399,2021-08-23,7.199999809265137,1631.0,10.224719622276762,0.93,NASA_POWER_MERRA2,28.50936893944828,27.339267,93.802581
28.794697,95.27175,2025-06-01,30.57000160217285,2152.0,19.37587916013665,0.84,NASA_POWER_MERRA2,132.79836322368004,27.715081,94.692035
26.784905,92.349214,2025-06-25,0.0,106.0,1.0675202709770988,0.74,NASA_POWER_MERRA2,25.31866751578064,26.88969,92.12266
