latitude,longitude,event_date,rainfall_mm_day,rainfall_source
22.669703,92.736961,2012-06-22,7.97499942779541,IMERG_Final_V07
27.126705,93.126159,2021-08-22,2.640000104904175,IMERG_Final_V07
27.242974,88.518896,2024-05-28,1.3049999475479126,IMERG_Final_V07
27.569235,93.109273,2025-05-31,21.46500015258789,IMERG_Final_V07
28.913347,96.289189,2024-06-01,0.17499999701976776,IMERG_Final_V07
24.039511,94.183911,2017-07-09,11.6850004196167,IMERG_Final_V07
24.920225,94.04579,2025-06-01,51.284996032714844,IMERG_Final_V07
26.222396,94.108464,2018-08-23,3.7649998664855957,IMERG_Final_V07
28.58364,94.340556,2024-06-18,51.355003356933594,IMERG_Final_V07
26.410757,91.51373,2022-10-15,0.0,IMERG_Final_V07
27.350908,93.572684,2025-06-01,21.68000030517578,IMERG_Final_V07
23.531309,92.858399,2024-05-28,81.0149917602539,IMERG_Final_V07
25.213681,93.350167,2017-07-04,15.605003356933594,IMERG_Final_V07
27.10073,93.93044,2020-06-02,17.450000762939453,IMERG_Final_V07
25.157346,90.472015,2016-05-22,0.0,IMERG_Final_V07
27.791563,92.942553,2025-06-01,22.844999313354492,IMERG_Final_V07
28.524425,95.346083,2024-05-28,33.65999984741211,IMERG_Final_V07
24.928346,93.574312,2025-06-01,39.93500518798828,IMERG_Final_V07
25.838926,94.555641,2025-06-01,12.28499984741211,IMERG_Final_V07
27.169327,94.619202,2025-06-01,4.710000038146973,IMERG_Final_V07
26.123043,91.908998,2025-05-31,16.71500015258789,IMERG_Final_V07
25.114774,93.473721,2023-10-02,0.0,IMERG_Final_V07
26.230745,91.892269,2024-05-26,28.645000457763672,IMERG_Final_V07
25.64667,92.079661,2018-05-18,0.0,IMERG_Final_V07
26.174956,91.595953,2024-06-15,63.65999221801758,IMERG_Final_V07
27.300646,94.378307,2007-09-10,24.81999969482422,IMERG_Final_V07
25.681866,90.953997,2024-07-02,12.829998016357422,IMERG_Final_V07
26.124846,93.00418,2008-06-19,2.549999952316284,IMERG_Final_V07
25.722462,92.2455,2024-05-28,32.41500473022461,IMERG_Final_V07
25.940242,92.19692,2024-07-02,9.90999984741211,IMERG_Final_V07
25.638804,90.116149,2024-07-02,13.835000038146973,IMERG_Final_V07
27.264254,92.09915,2024-05-29,1.309999942779541,IMERG_Final_V07
27.164915,94.216009,2023-07-28,34.66499710083008,IMERG_Final_V07
27.462709,92.421925,2022-09-30,0.3649999797344208,IMERG_Final_V07
28.638706,95.157057,2022-05-15,6.474999904632568,IMERG_Final_V07
24.5723,93.529338,2025-06-15,30.34499740600586,IMERG_Final_V07
28.11538,97.170783,2024-05-28,23.069997787475586,IMERG_Final_V07
23.19849,92.882414,2024-08-13,0.0,IMERG_Final_V07
28.331528,94.815007,2023-09-12,0.8400000333786011,IMERG_Final_V07
26.361025,90.29661,2024-05-28,62.099998474121094,IMERG_Final_V07
25.628396,94.306306,2024-05-28,88.49498748779297,IMERG_Final_V07
25.345325,91.418912,2009-07-01,154.85501098632812,IMERG_Final_V07
25.909065,94.280363,2024-07-02,10.119998931884766,IMERG_Final_V07
24.458634,92.241221,2024-06-01,0.6949999928474426,IMERG_Final_V07
26.646084,90.889514,2026-05-30,0.0,IMERG_Late_V07
25.820957,94.119182,2025-06-01,13.754999160766602,IMERG_Final_V07
26.609935,92.088514,2007-07-17,2.049999952316284,IMERG_Final_V07
26.217541,93.061465,2024-05-28,49.869998931884766,IMERG_Final_V07
27.535831,93.812493,2021-04-28,10.425000190734863,IMERG_Final_V07
27.518076,91.786095,2024-07-02,3.6550002098083496,IMERG_Final_V07
28.487773,94.158653,2023-08-10,4.460000038146973,IMERG_Final_V07
27.955653,93.310498,2018-05-18,1.0450000762939453,IMERG_Final_V07
