latitude,longitude,event_date,rainfall_mm_day,elevation_m,slope_degrees,soil_wetness_gwet_top,soil_moisture_source
24.028671,93.756315,2014-07-01,6.329999923706055,1031.0,22.42541825764544,0.76,NASA_POWER_MERRA2
25.787048,94.312207,2025-05-31,27.34000015258789,907.0,24.260799584868057,0.9,NASA_POWER_MERRA2
28.658629,94.000792,2024-05-28,7.554999351501465,2471.0,27.435959625295588,0.74,NASA_POWER_MERRA2
24.028236,93.803522,2024-05-28,66.56500244140625,1389.0,28.960080041115702,0.87,NASA_POWER_MERRA2
26.542344,94.009885,2020-05-24,1.0249998569488523,104.0,1.6876048941769748,0.74,NASA_POWER_MERRA2
27.596747,95.056582,2024-05-28,39.11499786376953,111.0,0.7548944975654582,0.7,NASA_POWER_MERRA2
26.286315,91.534725,2024-05-28,18.829998016357425,47.0,2.0248682972773406,0.77,NASA_POWER_MERRA2
22.909111,93.072425,2018-06-14,9.059999465942385,888.0,35.18353501801075,0.93,NASA_POWER_MERRA2
27.17636,94.701067,2025-06-01,3.664999723434448,93.0,1.0675202709770988,0.87,NASA_POWER_MERRA2
28.785426,95.955957,2024-09-28,1.9599997997283936,2397.0,27.72322067406976,0.87,NASA_POWER_MERRA2
26.938325,92.322014,2024-05-28,16.94000244140625,368.0,17.562691357484656,0.76,NASA_POWER_MERRA2
27.723237,95.935407,2025-05-31,22.2549991607666,174.0,1.96786377642228,0.89,NASA_POWER_MERRA2
26.426151,94.705846,2019-07-10,35.66999435424805,367.0,3.389067065438376,0.94,NASA_POWER_MERRA2
26.656335,91.108782,2025-06-01,70.09500885009766,55.0,3.4389123953782974,0.74,NASA_POWER_MERRA2
28.027873,95.676015,2024-05-28,23.715002059936523,164.0,0.7548944975654582,0.74,NASA_POWER_MERRA2
26.397696,93.984482,2024-09-28,3.8350000381469727,110.0,3.843668167321381,0.86,NASA_POWER_MERRA2
26.604114,93.925524,2025-06-02,14.309999465942385,94.0,2.6350263783644494,0.82,NASA_POWER_MERRA2
27.346167,88.613248,2024-07-02,12.559999465942385,1609.0,18.658796522106226,0.97,NASA_POWER_MERRA2
26.165689,91.319403,2024-05-28,16.760000228881836,50.0,1.817522018719848,0.86,NASA_POWER_MERRA2
27.825099,94.131145,2025-06-01,4.235000133514404,1270.0,22.40687120493745,0.94,NASA_POWER_MERRA2
27.382464,88.046422,2024-05-28,0.1050000041723251,3975.0,28.845470930234946,0.71,NASA_POWER_MERRA2
25.123555,92.289667,2025-06-01,46.90500259399414,536.0,29.939155901858676,0.99,NASA_POWER_MERRA2
26.712676,92.738909,2025-05-31,14.844998359680176,75.0,2.3859440303888126,0.83,NASA_POWER_MERRA2
24.362162,94.141581,2024-05-28,94.2649917602539,1254.0,26.54275430663689,0.89,NASA_POWER_MERRA2
26.525261,91.769873,2025-06-01,70.91500091552734,62.0,2.9018215173024653,0.81,NASA_POWER_MERRA2
28.695073,95.907312,2024-08-17,8.08499813079834,1922.0,31.83859224240431,0.89,NASA_POWER_MERRA2
25.869216,91.228276,2024-05-29,45.90999603271485,225.0,13.342363797088236,0.76,NASA_POWER_MERRA2
25.108235,92.651802,2016-05-22,1.2699999809265137,1041.0,37.04296651263543,0.97,NASA_POWER_MERRA2
25.217171,92.670754,2009-07-01,24.569995880126957,1199.0,9.697272655464085,0.93,NASA_POWER_MERRA2
27.908654,95.910183,2024-07-02,4.34499979019165,162.0,2.4563945664087456,0.92,NASA_POWER_MERRA2
24.301313,92.952114,2025-09-13,41.21500015258789,947.0,15.874325631883014,0.92,NASA_POWER_MERRA2
26.777833,93.30629,2025-06-01,0.9000000357627869,73.0,1.9091524329963765,0.82,NASA_POWER_MERRA2
27.64937,96.131576,2025-05-31,34.67999649047852,471.0,14.938380345292416,0.88,NASA_POWER_MERRA2
26.356718,94.058905,2025-06-15,1.215000033378601,106.0,2.052775101535614,0.75,NASA_POWER_MERRA2
25.360263,90.107888,2024-05-28,7.550000190734863,97.0,5.788832299437198,0.82,NASA_POWER_MERRA2
28.005468,97.369308,2024-07-02,1.6049998998641968,4516.0,28.61664962451376,0.92,NASA_POWER_MERRA2
27.70331,92.980611,2024-07-05,4.900000095367432,1938.0,40.05850508824328,0.93,NASA_POWER_MERRA2
27.919041,95.478985,2025-06-01,16.41499900817871,137.0,0.7548944975654582,0.94,NASA_POWER_MERRA2
24.056604,93.572616,2024-08-25,14.05999755859375,821.0,13.121887013841768,0.85,NASA_POWER_MERRA2
26.103633,91.73724,2024-05-28,27.38500213623047,113.0,6.201053782439264,0.9,NASA_POWER_MERRA2
27.647748,95.581231,2024-07-05,31.705005645751957,132.0,0.7548944975654582,0.95,NASA_POWER_MERRA2
24.141649,92.509244,2014-06-27,0.5499999523162842,193.0,26.24522678855696,0.88,NASA_POWER_MERRA2
28.646445,93.588527,2022-05-14,0.8400000333786011,3373.0,23.251844073281543,0.82,NASA_POWER_MERRA2
28.870159,95.022801,2024-06-30,32.53499984741211,1600.0,20.95991260433892,0.98,NASA_POWER_MERRA2
23.918167,91.965551,2023-08-06,30.34000396728516,90.0,20.857668622063198,0.88,NASA_POWER_MERRA2
23.559231,93.313549,2025-06-01,55.4849967956543,1123.0,27.46310439725756,0.94,NASA_POWER_MERRA2
25.645723,94.707945,2020-06-02,6.854999542236328,1054.0,32.58449605532039,0.76,NASA_POWER_MERRA2
26.022596,91.323316,2025-06-01,31.48500061035156,58.0,2.052775101535614,0.84,NASA_POWER_MERRA2
25.598828,90.268319,2024-05-28,7.375,430.0,0.7548944975654582,0.82,NASA_POWER_MERRA2
27.561771,91.843147,2025-05-30,102.24501037597656,2432.0,24.863891037796268,0.83,NASA_POWER_MERRA2
25.349104,92.760262,2018-08-02,0.975000023841858,994.0,1.2171181316034885,0.95,NASA_POWER_MERRA2
25.2769,91.495523,2009-07-17,5.59999942779541,517.0,22.556678646299897,0.86,NASA_POWER_MERRA2
26.644704,92.39525,2025-05-31,11.670000076293944,75.0,0.9548412538721888,0.83,NASA_POWER_MERRA2
26.770362,91.291805,2019-10-26,1.7949998378753662,176.0,3.584252301697434,0.86,NASA_POWER_MERRA2
23.410085,91.314252,2017-06-03,0.0,33.0,8.159014354942736,0.97,NASA_POWER_MERRA2
22.870401,92.794377,2024-07-02,15.98000144958496,1098.0,36.60371100091371,0.97,NASA_POWER_MERRA2
25.835534,92.19757,2021-04-28,5.570000171661377,932.0,12.334204111082284,0.57,NASA_POWER_MERRA2
27.489583,92.713873,2018-06-06,6.67500114440918,2388.0,22.656437373598656,0.7,NASA_POWER_MERRA2
25.668253,91.744305,2024-07-02,1.7650001049041748,999.0,5.258953144814,0.99,NASA_POWER_MERRA2
27.238042,88.05178,2024-07-02,9.06999969482422,2842.0,16.360405825306987,0.98,NASA_POWER_MERRA2
25.626514,92.171535,2025-06-01,30.009998321533203,1092.0,9.520202144985053,0.99,NASA_POWER_MERRA2
26.371462,90.8185,2024-07-01,32.78999710083008,41.0,6.201053782439264,0.93,NASA_POWER_MERRA2
25.896498,90.60611,2016-05-22,0.0,68.0,8.280429976643655,0.77,NASA_POWER_MERRA2
25.908406,93.295566,2023-08-09,19.76999855041504,165.0,2.8821812090202448,0.7,NASA_POWER_MERRA2
26.741152,93.004422,2024-08-28,0.0,70.0,1.012750369636371,0.86,NASA_POWER_MERRA2
23.75973,93.033552,2014-09-20,0.4399999976158142,631.0,28.61243420119806,0.84,NASA_POWER_MERRA2
25.56092,89.87447,2025-05-31,17.214998245239258,26.0,0.4774537773095774,0.93,NASA_POWER_MERRA2
27.916786,94.972366,2013-08-16,8.569999694824219,382.0,21.000618813993764,0.94,NASA_POWER_MERRA2
28.373903,96.07675,2020-06-02,67.90499877929688,3415.0,35.63890752897078,0.96,NASA_POWER_MERRA2
29.331086,95.789933,2024-07-19,0.4199999570846557,4898.0,22.067094489482304,0.88,NASA_POWER_MERRA2
26.984377,95.118812,2024-05-28,37.89500427246094,122.0,2.052775101535614,0.71,NASA_POWER_MERRA2
28.037417,97.220095,2022-06-09,2.684999942779541,3935.0,9.136946117762886,0.87,NASA_POWER_MERRA2
28.56031,95.877619,2014-06-24,6.864999771118164,1633.0,50.83134977788657,0.82,NASA_POWER_MERRA2
23.387518,93.159902,2025-06-01,110.30001068115234,1039.0,27.26604445073282,0.94,NASA_POWER_MERRA2
25.383522,91.67626,2025-06-11,5.159999847412109,1653.0,6.91817481667161,0.94,NASA_POWER_MERRA2
28.267105,96.363589,2024-05-28,25.714996337890625,4024.0,53.57925307559389,0.82,NASA_POWER_MERRA2
27.826475,93.752058,2016-04-23,2.56499981880188,1520.0,22.662524505739437,0.81,NASA_POWER_MERRA2
27.833999,93.464267,2022-05-14,1.8949999809265137,1399.0,21.64844674283294,0.86,NASA_POWER_MERRA2
27.133137,88.127064,2025-05-30,25.65999984741211,1727.0,27.24009953036473,0.75,NASA_POWER_MERRA2
23.167747,92.435357,2024-09-28,0.0,127.0,2.433138796850444,0.92,NASA_POWER_MERRA2
25.057635,94.714382,2025-06-01,34.28499984741211,931.0,11.56032367563233,0.73,NASA_POWER_MERRA2
24.516722,94.292028,2025-06-02,12.695001602172852,861.0,25.352949515010675,0.81,NASA_POWER_MERRA2
26.344713,91.962719,2024-05-28,24.884998321533203,54.0,2.4563945664087456,0.81,NASA_POWER_MERRA2
22.696244,92.681322,2024-05-28,101.90499877929688,238.0,23.104591120404265,0.9,NASA_POWER_MERRA2
25.286018,92.403231,2018-06-12,112.13500213623048,820.0,8.077000600578957,0.94,NASA_POWER_MERRA2
28.10207,93.473747,2011-06-26,9.869999885559082,1807.0,44.22027895831317,0.79,NASA_POWER_MERRA2
26.242687,94.583396,2024-06-18,7.064999580383301,785.0,14.724246751696764,0.86,NASA_POWER_MERRA2
26.534195,92.073023,2024-05-28,15.429998397827148,70.0,2.263636058426967,0.81,NASA_POWER_MERRA2
25.399668,92.20616,2022-04-04,37.95000457763672,1344.0,6.054498479394494,0.85,NASA_POWER_MERRA2
27.952295,95.215214,2023-06-09,27.949996948242188,212.0,2.160788974078258,0.73,NASA_POWER_MERRA2
26.255378,90.714745,2024-07-02,7.854999542236328,38.0,2.052775101535614,0.87,NASA_POWER_MERRA2
23.900852,91.790121,2025-06-01,33.21999740600586,155.0,10.555380466061171,0.94,NASA_POWER_MERRA2
25.236691,93.491347,2024-05-28,123.56499481201172,1394.0,22.902099885228424,0.91,NASA_POWER_MERRA2
27.537457,92.173828,2025-06-02,16.009998321533203,4151.0,28.724478891475947,0.76,NASA_POWER_MERRA2
27.670706,95.474557,2025-05-31,14.80500030517578,116.0,2.8821812090202448,0.89,NASA_POWER_MERRA2
26.23785,94.015693,2024-07-01,66.1500015258789,115.0,0.7548944975654582,0.83,NASA_POWER_MERRA2
26.914148,94.892454,2020-05-26,64.36000061035156,173.0,12.338544811627347,0.9,NASA_POWER_MERRA2
24.572073,93.658112,2025-06-01,64.99999237060547,529.0,26.87562351871521,0.91,NASA_POWER_MERRA2
27.161605,92.949275,2024-05-28,96.3350067138672,1085.0,16.419546536130245,0.75,NASA_POWER_MERRA2
27.787506,93.857877,2024-09-20,3.309999942779541,546.0,26.47888107199723,0.83,NASA_POWER_MERRA2
27.513283,88.469917,2025-05-31,7.624999523162842,2335.0,22.441886093428515,0.84,NASA_POWER_MERRA2
26.788709,92.220857,2024-05-28,18.60999870300293,111.0,0.7548944975654582,0.76,NASA_POWER_MERRA2
27.430867,93.328598,2025-06-01,53.24999237060547,3216.0,28.4201958069496,0.87,NASA_POWER_MERRA2
27.519744,92.68558,2024-08-21,0.9199999570846558,2806.0,31.051293565952417,0.9,NASA_POWER_MERRA2
28.956854,94.33376,2024-05-28,7.119999885559082,3465.0,33.928998185593265,0.69,NASA_POWER_MERRA2
26.452392,90.203716,2025-05-31,53.720001220703125,47.0,2.3859440303888126,0.8,NASA_POWER_MERRA2
27.168902,94.290594,2007-08-18,12.100000381469728,85.0,1.5095270002735288,0.89,NASA_POWER_MERRA2
27.604614,92.033643,2024-06-28,18.8799991607666,3874.0,47.09361965530516,0.86,NASA_POWER_MERRA2
27.379163,95.783479,2016-05-22,14.954998970031738,143.0,5.885129333686067,0.9,NASA_POWER_MERRA2
27.706697,92.564018,2007-07-19,27.520000457763672,3035.0,33.83507296292275,0.83,NASA_POWER_MERRA2
22.525086,92.906837,2024-05-28,57.13999557495117,646.0,22.361441170119782,0.87,NASA_POWER_MERRA2
27.691842,93.143429,2018-06-22,31.045000076293945,1423.0,26.808333957253367,0.78,NASA_POWER_MERRA2
27.449016,94.109742,2024-09-12,0.9549999833106996,348.0,21.42820647145751,0.89,NASA_POWER_MERRA2
23.823023,93.013204,2022-07-23,19.53999710083008,514.0,5.885129333686067,0.85,NASA_POWER_MERRA2
28.730945,94.075397,2023-09-27,1.9449996948242188,3836.0,27.440486866129568,0.85,NASA_POWER_MERRA2
28.260649,96.042602,2024-05-28,30.26000213623047,1386.0,52.661904767675296,0.82,NASA_POWER_MERRA2
26.138059,92.414382,2024-08-25,7.199999809265137,74.0,1.2171181316034885,0.85,NASA_POWER_MERRA2
25.357867,91.120802,2023-07-23,10.90000057220459,397.0,22.466555410680765,0.94,NASA_POWER_MERRA2
26.471509,91.31998,2024-05-28,19.584999084472656,48.0,2.7199233149201807,0.77,NASA_POWER_MERRA2
28.163883,94.701066,2024-09-24,10.76500129699707,675.0,19.868475685293085,0.86,NASA_POWER_MERRA2
27.996637,93.073631,2024-05-29,1.1649998426437378,2787.0,63.71010996281813,0.73,NASA_POWER_MERRA2
27.468853,94.491258,2023-09-23,23.694997787475582,104.0,4.0586642321882005,0.89,NASA_POWER_MERRA2
26.260404,94.871508,2016-05-22,3.2800002098083496,1431.0,53.00049375889279,0.88,NASA_POWER_MERRA2
24.122934,94.092704,2024-08-18,44.55499649047852,1026.0,19.887940280112208,0.75,NASA_POWER_MERRA2
25.137906,93.424709,2024-07-02,20.280000686645508,557.0,38.54414157288248,0.96,NASA_POWER_MERRA2
28.046748,96.946296,2024-05-28,23.53999710083008,2842.0,39.31462864873003,0.8,NASA_POWER_MERRA2
25.63992,90.647749,2025-05-29,53.405006408691406,325.0,7.371307019051221,0.96,NASA_POWER_MERRA2
26.339688,93.895296,2022-05-14,11.304999351501465,117.0,5.961015914468944,0.72,NASA_POWER_MERRA2
26.29802,90.232276,2024-05-28,34.994998931884766,38.0,0.4774537773095774,0.7,NASA_POWER_MERRA2
27.683641,88.61981,2014-06-27,7.645000457763672,3644.0,34.41145966051805,0.71,NASA_POWER_MERRA2
24.736609,92.983934,2024-09-24,4.315000057220459,31.0,3.5204050825976285,0.84,NASA_POWER_MERRA2
25.668054,93.744305,2025-06-11,3.669999599456787,444.0,4.972358392400693,0.74,NASA_POWER_MERRA2
28.576133,95.198055,2024-07-02,6.144999504089356,1415.0,28.31750884970987,0.97,NASA_POWER_MERRA2
24.459158,94.105375,2018-06-14,7.609999179840088,1027.0,21.393026047204746,0.85,NASA_POWER_MERRA2
25.572275,94.864766,2025-07-08,21.85999870300293,1699.0,33.608258310846004,0.83,NASA_POWER_MERRA2
27.453158,92.768046,2007-07-25,60.75,1304.0,17.097922562599933,0.87,NASA_POWER_MERRA2
24.736906,93.794624,2024-05-28,117.70498657226562,792.0,1.7210061534334908,0.91,NASA_POWER_MERRA2
26.347339,92.420407,2021-06-18,10.15999984741211,58.0,0.9548412538721888,0.72,NASA_POWER_MERRA2
28.808734,94.217624,2024-09-28,2.365000009536743,2769.0,43.91040505479502,0.83,NASA_POWER_MERRA2
28.016024,93.208954,2024-07-17,16.369998931884766,1855.0,30.25643716352927,0.88,NASA_POWER_MERRA2
25.204038,92.306059,2023-07-06,0.6349999904632568,646.0,9.64622531297678,0.98,NASA_POWER_MERRA2
25.722044,93.471407,2024-05-28,66.92499542236328,246.0,5.720433130975309,0.88,NASA_POWER_MERRA2
27.230276,94.687007,2020-05-26,61.79000854492188,96.0,4.262693045214654,0.88,NASA_POWER_MERRA2
25.212007,92.984218,2018-08-24,15.404998779296877,646.0,7.431549720212324,0.95,NASA_POWER_MERRA2
28.070681,93.310053,2024-05-28,19.35000228881836,1782.0,27.390618540180743,0.74,NASA_POWER_MERRA2
27.626744,88.196702,2016-05-18,2.424999713897705,4556.0,4.763641690726178,0.74,NASA_POWER_MERRA2
27.640096,92.427317,2016-05-17,3.50499963760376,4595.0,7.125016348901798,0.78,NASA_POWER_MERRA2
25.314153,93.968979,2007-09-09,9.739999771118164,1941.0,32.259774690144994,0.83,NASA_POWER_MERRA2
25.735481,91.311577,2025-05-31,18.069997787475582,685.0,26.272794209239255,0.98,NASA_POWER_MERRA2
23.657941,91.874567,2022-09-25,22.76000022888184,167.0,2.433138796850444,0.87,NASA_POWER_MERRA2
28.321009,94.442709,2007-07-19,25.854999542236328,2071.0,25.589520372366223,0.85,NASA_POWER_MERRA2
27.257273,95.63429,2025-06-06,0.0,186.0,0.0,0.86,NASA_POWER_MERRA2
22.462831,92.640154,2025-05-31,16.994998931884766,80.0,6.281942803729766,0.94,NASA_POWER_MERRA2
27.014054,95.842341,2025-05-31,22.694997787475582,1950.0,13.655785447175504,0.91,NASA_POWER_MERRA2
23.85726,91.803282,2024-05-28,24.55500030517578,104.0,2.0248682972773406,0.92,NASA_POWER_MERRA2
28.961608,96.503874,2024-07-02,0.1349999904632568,4679.0,30.297100641022165,0.95,NASA_POWER_MERRA2
24.525227,92.99646,2016-07-16,18.375,496.0,27.264519412325694,0.95,NASA_POWER_MERRA2
26.640866,91.583809,2024-09-24,1.4700000286102295,72.0,0.7548944975654582,0.74,NASA_POWER_MERRA2
24.080276,93.187617,2024-10-21,0.0,1192.0,19.632888661818416,0.88,NASA_POWER_MERRA2
29.191139,96.068685,2024-05-28,21.26499938964844,4513.0,6.0172848640320336,0.69,NASA_POWER_MERRA2
27.271115,94.109934,2024-05-28,47.27999496459961,90.0,3.1818128120974354,0.68,NASA_POWER_MERRA2
24.54159,93.706335,2022-05-14,8.440000534057617,1205.0,20.685718648031223,0.85,NASA_POWER_MERRA2
25.609706,93.963904,2024-05-28,69.36998748779297,2002.0,31.20217484109817,0.88,NASA_POWER_MERRA2
25.58387,91.83908,2024-08-28,29.724998474121094,1159.0,34.39563830979855,0.96,NASA_POWER_MERRA2
25.855776,91.773015,2024-05-28,64.90999603271484,735.0,26.96750407359889,0.9,NASA_POWER_MERRA2
22.494521,92.672392,2009-05-09,0.0,609.0,30.025823372710825,0.48,NASA_POWER_MERRA2
26.791299,91.433343,2024-05-28,20.43000030517578,152.0,1.391763426244203,0.81,NASA_POWER_MERRA2
29.080798,94.395899,2024-09-24,1.5099999904632568,2817.0,55.599339840138896,0.83,NASA_POWER_MERRA2
25.239071,92.826271,2024-06-15,96.08999633789062,1022.0,21.83994971124597,0.92,NASA_POWER_MERRA2
27.276736,93.489799,2025-05-31,20.30500221252441,1357.0,25.789351911538603,0.91,NASA_POWER_MERRA2
23.080604,93.093195,2025-06-01,123.78499603271484,1234.0,47.83918443961687,0.93,NASA_POWER_MERRA2
27.232816,92.774769,2020-05-26,20.194997787475582,1228.0,44.39301853065599,0.8,NASA_POWER_MERRA2
27.483403,93.426235,2025-01-02,0.375,2553.0,40.61320907975954,0.75,NASA_POWER_MERRA2
25.314088,89.992042,2024-07-02,29.09000015258789,42.0,4.5823147648922165,0.97,NASA_POWER_MERRA2
24.608969,92.46047,2024-05-28,90.32501220703124,19.0,2.7818863802117484,0.96,NASA_POWER_MERRA2
22.009792,92.935514,2024-09-12,14.78499984741211,64.0,5.601182019805608,0.99,NASA_POWER_MERRA2
26.452456,92.194806,2024-05-28,19.46500015258789,63.0,3.054369995163865,0.71,NASA_POWER_MERRA2
28.220707,94.798291,2023-08-13,0.1799999922513961,701.0,11.471257006629076,0.96,NASA_POWER_MERRA2
24.213393,92.713664,2025-05-24,4.309999942779541,173.0,26.233861962637395,0.82,NASA_POWER_MERRA2
26.639848,91.967506,2018-07-11,7.315000534057617,77.0,1.6876048941769748,0.76,NASA_POWER_MERRA2
26.267093,95.040132,2024-05-28,76.77000427246094,1867.0,32.44133705799606,0.85,NASA_POWER_MERRA2
28.352317,93.52443,2024-07-02,1.4700000286102295,1406.0,43.12327861897382,0.94,NASA_POWER_MERRA2
24.974719,93.262834,2016-04-22,22.80999755859375,159.0,10.939804462619982,0.83,NASA_POWER_MERRA2
26.453341,91.213901,2024-10-07,0.0,44.0,1.3502244696996155,0.75,NASA_POWER_MERRA2
27.509497,96.555298,2024-06-01,12.81999969482422,707.0,20.347638404920296,0.79,NASA_POWER_MERRA2
27.613908,96.374076,2022-11-18,0.0,1318.0,32.19088659927004,0.86,NASA_POWER_MERRA2
26.451423,91.772611,2025-05-31,17.90999984741211,59.0,3.631393549323058,0.83,NASA_POWER_MERRA2
23.443688,91.920458,2024-05-28,24.86499786376953,104.0,3.5204050825976285,0.91,NASA_POWER_MERRA2
27.579879,95.766143,2024-05-28,52.68499755859375,147.0,0.4774537773095774,0.72,NASA_POWER_MERRA2
26.527976,89.916234,2020-05-24,12.565000534057615,61.0,1.3502244696996155,0.9,NASA_POWER_MERRA2
25.404552,94.596506,2017-06-13,4.874999523162842,1469.0,29.20050840501194,0.83,NASA_POWER_MERRA2
29.001386,95.02908,2025-07-07,0.675000011920929,1107.0,19.694600815138024,0.87,NASA_POWER_MERRA2
27.079513,92.578938,2024-10-07,4.244999885559082,433.0,29.939155901858676,0.88,NASA_POWER_MERRA2
27.772098,91.800252,2025-06-01,3.974999904632568,4817.0,16.444369946673778,0.68,NASA_POWER_MERRA2
22.280988,92.713346,2017-06-13,106.10499572753906,427.0,24.23693389272071,0.98,NASA_POWER_MERRA2
23.358116,91.389493,2025-07-07,24.21500396728516,73.0,2.1342998941463125,0.9,NASA_POWER_MERRA2
29.286876,96.140114,2020-06-26,5.909999370574951,4119.0,12.814236200163856,0.89,NASA_POWER_MERRA2
26.302969,91.395394,2024-05-28,24.49499893188477,44.0,1.2171181316034885,0.77,NASA_POWER_MERRA2
27.240908,92.755563,2016-05-17,10.935001373291016,1469.0,44.24702889927062,0.81,NASA_POWER_MERRA2
23.323625,92.584675,2012-06-22,3.1599998474121094,433.0,5.72043313097531,0.82,NASA_POWER_MERRA2
26.153231,92.375695,2023-08-08,11.629999160766602,60.0,1.0675202709770988,0.77,NASA_POWER_MERRA2
26.571313,91.623557,2025-05-31,22.24499893188477,61.0,1.4320961841646465,0.83,NASA_POWER_MERRA2
26.073,91.911757,2025-05-31,22.67999839782715,67.0,1.6876048941769748,0.89,NASA_POWER_MERRA2
27.849792,94.410539,2024-05-28,40.34499740600586,413.0,31.179329496657864,0.73,NASA_POWER_MERRA2
27.145446,88.165349,2025-05-30,25.65999984741211,1047.0,6.063765138410265,0.75,NASA_POWER_MERRA2
23.496783,92.790994,2024-08-13,1.7349998950958252,534.0,27.22787596691276,0.93,NASA_POWER_MERRA2
28.223555,95.773169,2025-06-01,17.869998931884766,740.0,10.606834346352132,0.94,NASA_POWER_MERRA2
26.122069,91.439186,2007-09-15,36.0150032043457,49.0,1.3502244696996155,0.87,NASA_POWER_MERRA2
25.693737,91.452225,2024-07-17,29.99999618530273,1084.0,23.41709294979364,0.96,NASA_POWER_MERRA2
24.168507,92.452307,2024-05-28,50.06500244140625,152.0,8.697657668757381,0.95,NASA_POWER_MERRA2
28.11599,94.181783,2024-07-06,3.014999866485596,766.0,23.738732727210387,0.97,NASA_POWER_MERRA2
28.500396,94.737815,2025-06-01,10.914999008178713,2369.0,31.399251223220567,0.89,NASA_POWER_MERRA2
24.411818,92.446134,2025-06-02,19.349998474121094,38.0,2.862405226111748,0.97,NASA_POWER_MERRA2
26.654207,91.473987,2024-05-28,20.944997787475582,75.0,3.471741285563965,0.77,NASA_POWER_MERRA2
25.985229,94.883738,2024-09-12,0.0,980.0,28.732851681077435,0.94,NASA_POWER_MERRA2
25.650226,92.573481,2025-05-30,80.31998443603516,845.0,16.23188685787168,0.98,NASA_POWER_MERRA2
26.292051,93.317643,2024-10-22,0.959999978542328,617.0,19.51118046928032,0.83,NASA_POWER_MERRA2
24.94593,93.15524,2024-08-13,0.0,95.0,7.187414250982758,0.9,NASA_POWER_MERRA2
25.492632,90.506124,2016-05-22,0.0,491.0,26.6047916406615,0.92,NASA_POWER_MERRA2
25.729303,90.12352,2025-09-13,5.780000686645508,246.0,12.485117908823954,0.89,NASA_POWER_MERRA2
26.751581,90.389053,2018-08-31,0.1149999946355819,148.0,4.0586642321882005,0.88,NASA_POWER_MERRA2
28.967929,95.493437,2007-06-16,9.469999313354492,3196.0,26.593674030621376,0.7,NASA_POWER_MERRA2
24.450454,92.989135,2025-05-31,91.47000122070312,323.0,31.33501199170921,0.95,NASA_POWER_MERRA2
26.643328,90.911848,2016-07-17,13.50999927520752,60.0,2.862405226111748,0.92,NASA_POWER_MERRA2
25.150182,93.855415,2007-09-08,32.82499694824219,2152.0,40.752287388844906,0.87,NASA_POWER_MERRA2
23.770747,91.832555,2025-06-01,30.654998779296875,124.0,5.237476066812513,0.94,NASA_POWER_MERRA2
27.316179,94.333589,2026-06-28,8.86500072479248,94.0,1.2171181316034885,0.92,NASA_POWER_MERRA2
26.089996,92.352445,2016-05-18,0.5049999952316284,164.0,9.970261598239336,0.84,NASA_POWER_MERRA2
24.454597,92.974489,2024-07-02,29.239994049072266,207.0,31.657244784569063,0.96,NASA_POWER_MERRA2
23.230945,93.09381,2024-05-28,72.32998657226562,1023.0,35.088060152136464,0.89,NASA_POWER_MERRA2
28.481438,94.165234,2024-07-29,1.1449999809265137,2430.0,31.34573589697333,0.9,NASA_POWER_MERRA2
29.105042,95.954264,2013-08-17,31.720001220703125,4168.0,20.107579528626577,0.85,NASA_POWER_MERRA2
28.779287,94.92409,2025-07-08,6.434999465942383,896.0,14.350447206010989,0.87,NASA_POWER_MERRA2
29.114401,96.067061,2024-05-28,21.26499938964844,2913.0,35.573713626392,0.69,NASA_POWER_MERRA2
26.742603,94.816288,2024-05-28,43.14500045776367,140.0,13.771202292081655,0.85,NASA_POWER_MERRA2
28.087405,96.898872,2025-05-31,31.525001525878903,3631.0,33.821757317608586,0.91,NASA_POWER_MERRA2
24.775269,93.645945,2022-05-14,9.4350004196167,1090.0,34.29441470522327,0.87,NASA_POWER_MERRA2
27.506193,94.184622,2024-09-28,0.6499999761581421,312.0,25.9239819496776,0.88,NASA_POWER_MERRA2
26.642976,90.96196,2024-05-28,31.470001220703125,73.0,3.016961309815993,0.77,NASA_POWER_MERRA2
27.507503,95.038851,2014-09-23,20.34999656677246,111.0,3.372286683433898,0.97,NASA_POWER_MERRA2
28.662865,95.626872,2024-05-28,42.124996185302734,2285.0,41.00065719710698,0.77,NASA_POWER_MERRA2
26.287722,92.978228,2012-06-22,38.70999526977539,173.0,35.440676714133225,0.87,NASA_POWER_MERRA2
27.506916,94.328035,2024-09-25,11.899999618530272,107.0,1.3502244696996155,0.86,NASA_POWER_MERRA2
26.473974,91.395609,2013-08-11,8.324999809265137,47.0,1.3502244696996155,0.82,NASA_POWER_MERRA2
24.523659,93.747643,2024-09-28,3.890000343322754,782.0,1.9091524329963765,0.86,NASA_POWER_MERRA2
26.777419,91.909388,2025-06-06,0.0,148.0,2.8821812090202448,0.71,NASA_POWER_MERRA2
27.62026,93.489957,2025-06-08,4.514999866485596,2218.0,29.24384939923428,0.87,NASA_POWER_MERRA2
27.720959,88.569169,2024-09-24,9.329999923706056,2871.0,27.03723822261716,0.94,NASA_POWER_MERRA2
26.164049,91.968699,2025-06-01,21.76499938964844,57.0,0.7548944975654582,0.88,NASA_POWER_MERRA2
25.751346,91.453181,2025-05-31,22.63999557495117,938.0,16.850495113189584,0.86,NASA_POWER_MERRA2
28.252241,94.929266,2024-05-28,57.399993896484375,777.0,32.863871480635545,0.72,NASA_POWER_MERRA2
