sl_no,latitude,longitude,event_date,rainfall_mm_day,elevation_m,slope_degrees,historical_landslide,rainfall_source
718,25.13961111,93.01955556,2016-05-22,0.7149999737739563,741.0,18.96231828867539,1,IMERG_Final_V07
722,25.17638889,93.11613889,2016-05-22,0.755000114440918,564.0,15.36952380130432,1,IMERG_Final_V07
724,25.17691667,93.02655556,2016-05-22,0.7149999737739563,452.0,25.197913740371355,1,IMERG_Final_V07
725,25.17702778,93.02088889,2016-05-22,0.7149999737739563,571.0,8.735690934280582,1,IMERG_Final_V07
727,25.13447222,93.01897222,2016-05-22,0.7149999737739563,757.0,11.795709540896548,1,IMERG_Final_V07
728,26.18841667,91.85125,2017-06-16,78.80998992919922,96.0,30.10305246289624,1,IMERG_Final_V07
729,26.19244444,91.76422222,2016-07-20,14.64499855041504,101.0,14.066164922222868,1,IMERG_Final_V07
730,26.19236111,91.78080556,2019-07-10,55.1099967956543,91.0,12.364552990274646,1,IMERG_Final_V07
731,26.15805556,91.71258333,2019-07-16,1.934999942779541,85.0,19.188418756936425,1,IMERG_Final_V07
732,26.1755,91.76175,2016-07-14,10.789999961853027,62.0,6.654425046006596,1,IMERG_Final_V07
733,26.19038889,91.80994444,2016-07-14,5.364999771118164,94.0,21.86985930890943,1,IMERG_Final_V07
734,26.18866667,91.76694444,2014-06-27,9.095000267028809,111.0,9.73677691573277,1,IMERG_Final_V07
736,26.19622222,91.76336111,2014-06-27,9.095000267028809,90.0,4.857533338413092,1,IMERG_Final_V07
761,26.17755556,91.76588889,2017-06-13,83.35499572753906,96.0,17.29444852858009,1,IMERG_Final_V07
762,26.17672222,91.76525,2017-06-13,83.35499572753906,87.0,17.5484006137923,1,IMERG_Final_V07
763,26.15427778,91.79263889,2017-06-13,83.35499572753906,78.0,7.653048720543413,1,IMERG_Final_V07
764,26.15477778,91.77411111,2014-06-27,9.095000267028809,105.0,12.364552990274646,1,IMERG_Final_V07
765,26.17672222,91.78672222,2014-06-27,9.095000267028809,85.0,27.372447043216628,1,IMERG_Final_V07
766,26.1895,91.78716667,2016-04-18,14.69999885559082,70.0,12.225122675735753,1,IMERG_Final_V07
767,25.40586111,93.11097222,2017-05-20,8.725000381469727,252.0,20.07880037349212,1,IMERG_Final_V07
769,26.11266667,91.85388889,2018-08-24,17.975000381469727,188.0,25.8493248967401,1,IMERG_Final_V07
771,26.19530556,91.76563889,2018-08-31,0.1800000071525573,85.0,6.853224835121291,1,IMERG_Final_V07
773,26.19330556,91.77725,2020-06-28,13.029999732971191,172.0,19.370844026969944,1,IMERG_Final_V07
774,26.09150556,91.87898611,2020-07-12,12.26999855041504,77.0,3.931095784160226,1,IMERG_Final_V07
776,26.1916,91.80361,2022-06-16,140.1999969482422,84.0,14.535165207979569,1,IMERG_Final_V07
777,26.19322,91.77033,2022-06-16,146.0349884033203,164.0,23.021526638116164,1,IMERG_Final_V07
778,26.18789,91.79493,2022-06-17,59.09498977661133,96.0,17.01197993242201,1,IMERG_Final_V07
779,25.17136,93.01102,2022-05-14,66.88500213623047,700.0,3.931095784160226,1,IMERG_Final_V07
783,25.177416,93.00975,2022-05-16,71.42000579833984,691.0,23.674161365449702,1,IMERG_Final_V07
785,25.18919,93.02118,2022-05-15,73.8550033569336,481.0,6.91817481667161,1,IMERG_Final_V07
786,24.70619444,92.28997222,2014-05-10,1.454999923706055,44.0,10.046788047511114,1,IMERG_Final_V07
787,25.17623,93.01326,2022-05-14,66.88500213623047,696.0,33.698329255184774,1,IMERG_Final_V07
799,26.19113889,91.82961111,2025-05-31,15.72500228881836,116.0,15.845167180271268,1,IMERG_Final_V07
800,26.158193,91.755807,2025-06-06,3.954999923706055,59.0,11.309932474020217,1,IMERG_Final_V07
801,26.166185,91.7147,2025-06-04,38.584999084472656,113.0,18.96231828867539,1,IMERG_Final_V07
802,26.16616,91.713803,2025-06-04,38.584999084472656,143.0,20.155422119735228,1,IMERG_Final_V07
803,26.16297,91.7059,2025-06-05,4.380000114440918,203.0,4.857533338413092,1,IMERG_Final_V07
804,26.17027,91.698,2025-05-31,14.60500144958496,138.0,31.205779114725832,1,IMERG_Final_V07
805,25.117665,92.847709,2022-05-14,88.53997802734375,161.0,16.723558006484023,1,IMERG_Final_V07
808,25.366255,92.823037,2022-05-14,59.73999786376953,959.0,17.01197993242201,1,IMERG_Final_V07
842,25.757752,91.252285,2014-07-17,0.7299999594688416,769.0,18.54197796399724,1,IMERG_Final_V07
843,26.238016,91.945953,2025-11-02,0.0,85.0,2.1342998941463125,1,IMERG_Late_V07
844,25.872268,91.213965,2014-09-23,0.0700000002980232,253.0,32.47251629973426,1,IMERG_Final_V07
845,26.2272613,91.6922458,2008-12-26,1.4849998950958252,67.0,12.225122675735753,1,IMERG_Final_V07
846,26.184324,91.855395,2025-05-31,15.72500228881836,70.0,17.224372940700082,1,IMERG_Final_V07
847,26.24698,91.964383,2025-07-05,14.540000915527344,62.0,15.845167180271268,1,IMERG_Final_V07
848,26.11956,92.052125,2025-06-05,1.2599999904632568,72.0,2.1342998941463125,1,IMERG_Final_V07
849,25.69814,93.129423,2025-06-05,0.0,306.0,14.763132623631552,1,IMERG_Final_V07
850,25.648512,93.121528,2025-06-05,0.0,351.0,18.96231828867539,1,IMERG_Final_V07
852,25.740148,91.224044,2014-07-18,2.609999895095825,903.0,8.159014354942736,1,IMERG_Final_V07
856,26.156633,91.938576,2024-08-08,43.650001525878906,109.0,9.321835749415005,1,IMERG_Final_V07
878,27.018342,92.6356,2016-07-01,46.51499938964844,221.0,13.915808695897177,1,IMERG_Final_V07
999,27.193425,93.780983,2016-07-16,69.68998718261719,213.0,52.80344175658018,1,IMERG_Final_V07
1033,27.23995,93.806589,2016-07-17,4.779999256134033,267.0,26.61590170730996,1,IMERG_Final_V07
1042,27.246131,93.804711,2016-07-17,4.779999256134033,270.0,22.684823831912844,1,IMERG_Final_V07
1049,27.254756,93.801303,2016-07-17,4.779999256134033,288.0,39.260731733474245,1,IMERG_Final_V07
1082,27.294886,93.803328,2016-07-17,4.779999256134033,646.0,47.53179628541781,1,IMERG_Final_V07
1103,27.307072,93.806008,2016-07-17,4.369999408721924,718.0,11.309932474020217,1,IMERG_Final_V07
1120,27.339267,93.802581,2016-07-16,84.25,789.0,26.628589703310887,1,IMERG_Final_V07
1218,27.58741667,91.88694444,2016-04-22,26.47499656677246,2589.0,6.721369339369457,1,IMERG_Final_V07
1241,27.587417,91.886944,2016-04-22,26.47499656677246,2589.0,6.721369339369457,1,IMERG_Final_V07
1251,27.591389,91.9025,2016-04-23,1.4399999380111694,2527.0,21.55942138371082,1,IMERG_Final_V07
1259,27.593361,91.879444,2016-04-23,1.0299999713897705,2812.0,16.453666886955713,1,IMERG_Final_V07
1260,27.594833,91.866417,2016-04-22,26.47499656677246,2975.0,6.091478002079769,1,IMERG_Final_V07
1264,27.596639,91.878972,2016-04-23,1.0299999713897705,2895.0,12.260147486012336,1,IMERG_Final_V07
1938,27.105253,93.825399,2024-06-18,48.20499420166016,172.0,30.17480904438851,1,IMERG_Final_V07
1939,27.121136,93.762164,2024-06-18,39.94499969482422,166.0,7.594643368591445,1,IMERG_Final_V07
2078,27.099285,93.614766,2026-03-16,5.054998874664307,375.0,14.535165207979569,1,IMERG_Late_V07
2080,27.715081,94.692035,2026-06-28,46.22499847412109,268.0,23.021526638116164,1,IMERG_Late_V07
17975,22.873558,92.755953,2018-06-14,19.10500144958496,1075.0,21.869859308909422,1,IMERG_Final_V07
18354,24.40639,94.06583,2007-09-07,18.84499740600586,1196.0,18.370345512861498,1,IMERG_Final_V07
18646,24.792333,93.658222,2010-06-10,8.929999351501465,447.0,34.017325088918376,1,IMERG_Final_V07
18701,24.813306,93.243417,2018-08-02,0.2449999898672104,122.0,22.42335855928612,1,IMERG_Final_V07
18718,24.81778,93.51583,2007-09-10,9.44999885559082,460.0,28.665750219765908,1,IMERG_Final_V07
18759,24.83278,93.46333,2008-07-01,2.109999895095825,773.0,28.665750219765908,1,IMERG_Final_V07
18802,24.84833,93.45917,2007-09-12,0.7000000476837158,988.0,33.698329255184774,1,IMERG_Final_V07
18803,24.84833,93.45917,2008-06-19,1.7749998569488523,988.0,33.698329255184774,1,IMERG_Final_V07
18875,24.90139,93.45389,2008-06-19,4.014999866485596,971.0,25.486125594093767,1,IMERG_Final_V07
18904,24.9252,94.3371,2018-06-06,0.1499999910593032,1490.0,35.69379666026943,1,IMERG_Final_V07
18986,24.983528,94.158333,2018-06-12,125.11001586914062,1118.0,17.456590925928477,1,IMERG_Final_V07
18988,24.983806,93.497528,2018-06-22,13.98499870300293,1156.0,13.640311227766055,1,IMERG_Final_V07
18991,24.985167,93.508306,2018-05-03,1.6049998998641968,1238.0,18.434948822922014,1,IMERG_Final_V07
18997,24.98611,93.50583,2007-08-24,1.7949998378753662,1235.0,20.846265656650555,1,IMERG_Final_V07
19011,24.99083,93.50583,2007-08-28,5.759999752044678,1206.0,15.288517970232029,1,IMERG_Final_V07
19016,24.99306,93.4975,2007-08-28,10.985000610351562,1196.0,12.604382648379184,1,IMERG_Final_V07
19017,24.994278,94.205917,2007-08-28,36.82499694824219,1579.0,32.57012547147068,1,IMERG_Final_V07
19020,24.997972,94.020444,2007-08-28,16.895000457763672,803.0,14.931417178137552,1,IMERG_Final_V07
19046,25.047833,92.789306,2018-07-11,16.854999542236328,95.0,29.85463927845754,1,IMERG_Final_V07
19217,25.146528,93.941722,2017-06-04,12.854997634887695,1287.0,16.796238729882134,1,IMERG_Final_V07
19515,25.47217,94.15433,2007-09-09,5.614999294281006,1489.0,16.91651608571675,1,IMERG_Final_V07
19558,24.979,93.496,2024-07-29,93.97000122070312,1154.0,8.530765609948133,1,IMERG_Final_V07
19560,24.517056,93.817056,2024-08-02,6.370000839233398,784.0,13.824682316158707,1,IMERG_Final_V07
19575,24.985,93.52113889,2011-05-31,25.78999900817871,1043.0,21.18915910142139,1,IMERG_Final_V07
19576,24.79083333,93.72333333,2011-07-06,5.090000152587891,1053.0,42.97485685199572,1,IMERG_Final_V07
19586,25.07849444,94.23608333,2017-04-05,0.1749999821186065,1591.0,22.61986494804043,1,IMERG_Final_V07
19737,25.201,91.234,2008-08-12,25.269996643066406,18.0,1.3502244696996155,1,IMERG_Final_V07
19739,25.20283,91.20908,2008-08-10,22.625,50.0,14.24415761739711,1,IMERG_Final_V07
19885,25.28236861,91.73874417,2024-05-30,46.15500259399414,759.0,34.090063875331914,1,IMERG_Final_V07
19895,25.296,91.932,2022-04-04,64.0899887084961,1090.0,25.79602649449995,1,IMERG_Final_V07
19902,25.300389,91.726722,2009-06-29,88.81999969482422,1519.0,22.98976777360885,1,IMERG_Final_V07
19914,25.31458,91.45242,2013-08-06,38.84000015258789,1308.0,43.097794687172446,1,IMERG_Final_V07
19915,25.31488,91.44913,2007-07-19,48.49500274658203,1378.0,24.805474401698422,1,IMERG_Final_V07
19916,25.31488,91.33367,2007-07-19,40.255001068115234,1141.0,43.45615808370977,1,IMERG_Final_V07
19917,25.315176,91.923021,2007-07-19,73.09998321533203,1031.0,35.27189058250504,1,IMERG_Final_V07
19923,25.31848,91.45262,2007-07-19,48.49500274658203,1393.0,22.61986494804043,1,IMERG_Final_V07
19924,25.320833,91.9275,2007-07-19,73.09998321533203,1099.0,20.99158237694124,1,IMERG_Final_V07
19995,25.37539167,92.431275,2024-05-28,41.74999237060547,1112.0,10.43076019506472,1,IMERG_Final_V07
20014,25.38803,91.46977,2007-06-16,86.75999450683594,1529.0,6.379370208442804,1,IMERG_Final_V07
20033,25.40023,91.5159,2007-06-16,104.06999206542967,1592.0,19.12710170142385,1,IMERG_Final_V07
20035,25.4013,91.45855,2007-08-18,5.840000152587891,1563.0,24.862123938667224,1,IMERG_Final_V07
20037,25.40547,91.53712,2007-08-18,6.564999580383301,1461.0,17.66231893216494,1,IMERG_Final_V07
20038,25.407917,91.998889,2007-08-18,1.4500000476837158,1522.0,8.530765609948133,1,IMERG_Final_V07
20047,25.425,91.405,2007-08-18,5.840000152587891,1563.0,18.520635899770767,1,IMERG_Final_V07
20055,25.43561,91.862056,2009-07-17,15.725000381469728,1635.0,20.607120971804857,1,IMERG_Final_V07
20064,25.44465,91.34622,2007-07-17,134.90000915527344,1471.0,15.179705807856672,1,IMERG_Final_V07
20096,25.50335,91.28335,2007-07-25,176.3099822998047,1414.0,21.18915910142139,1,IMERG_Final_V07
20097,25.50368056,91.72342222,2007-07-19,64.16499328613281,1748.0,5.550718212127324,1,IMERG_Final_V07
20099,25.50667,91.28318,2007-07-19,20.5,1396.0,20.532771786488425,1,IMERG_Final_V07
20112,25.51973,91.28443,2007-07-25,176.3099822998047,1449.0,1.3502244696996155,1,IMERG_Final_V07
20114,25.5208,91.25985,2007-07-25,176.3099822998047,1358.0,19.74869565807571,1,IMERG_Final_V07
20141,25.54231,92.1,2009-07-01,109.7149887084961,1336.0,17.083143246452856,1,IMERG_Final_V07
20142,25.54261,92.10867,2009-07-01,106.74501037597656,1138.0,14.763132623631552,1,IMERG_Final_V07
20143,25.54261,92.09842,2009-07-01,109.7149887084961,1318.0,10.759583898850556,1,IMERG_Final_V07
20144,25.54264,92.10214,2009-07-01,106.74501037597656,1332.0,6.853224835121291,1,IMERG_Final_V07
20148,25.54328,92.10478,2009-07-01,106.74501037597656,1272.0,28.665750219765908,1,IMERG_Final_V07
20204,25.56667,91.90194,2007-09-08,130.6699981689453,1545.0,3.016961309815993,1,IMERG_Final_V07
20231,25.57822,91.86545,2014-09-23,25.894996643066406,1459.0,8.735690934280582,1,IMERG_Final_V07
20350,25.663444,91.915944,2017-06-17,45.59999847412109,948.0,16.453666886955713,1,IMERG_Final_V07
20376,25.68625,91.118358,2007-09-15,6.835000038146973,1057.0,21.18915910142139,1,IMERG_Final_V07
20377,25.687056,91.6485,2007-09-15,8.505000114440918,1139.0,25.526884054256257,1,IMERG_Final_V07
20390,25.69483,91.11836,2007-09-15,6.835000038146973,1095.0,14.621143938770764,1,IMERG_Final_V07
20452,25.95847,91.85406,2014-09-23,6.864999771118164,339.0,12.260147486012336,1,IMERG_Final_V07
20469,26.00294,91.86692,2014-09-23,8.179999351501465,405.0,7.653048720543413,1,IMERG_Final_V07
20474,26.02547,91.87158,2014-09-20,20.779998779296875,179.0,11.038532615965034,1,IMERG_Final_V07
20486,25.47704743,92.16831285,2020-05-25,52.56500244140625,1405.0,8.984876931685683,1,IMERG_Final_V07
20487,25.46307925,92.25426106,2020-05-26,220.6400146484375,1376.0,3.4389123953782974,1,IMERG_Final_V07
20488,25.5667327,91.9146185,2024-10-04,20.10499763488769,1537.0,6.853224835121291,1,IMERG_Final_V07
20489,25.28422636,92.11294194,2020-06-26,154.2849884033203,1036.0,8.735690934280582,1,IMERG_Final_V07
20490,25.2842285,92.11314877,2020-05-26,120.45999145507812,1036.0,8.735690934280582,1,IMERG_Final_V07
20491,25.29967,91.46108,2024-06-15,128.6649932861328,1047.0,18.45641864524321,1,IMERG_Final_V07
20492,25.29667,91.45986,2024-06-17,186.62001037597656,1005.0,24.634322367669885,1,IMERG_Final_V07
20493,25.2975,91.46167,2024-06-17,186.62001037597656,1075.0,21.869859308909422,1,IMERG_Final_V07
20494,25.29739,91.46201,2024-06-17,186.62001037597656,1082.0,14.535165207979569,1,IMERG_Final_V07
20495,25.29778,91.45972,2024-06-15,128.6649932861328,1067.0,13.640311227766055,1,IMERG_Final_V07
20496,25.809088,91.875238,2025-07-06,9.614999771118164,594.0,18.520635899770767,1,IMERG_Final_V07
20497,25.781246,91.874475,2024-07-06,0.4950000047683716,698.0,10.43076019506472,1,IMERG_Final_V07
20499,25.465167,91.824944,2025-05-30,80.9749984741211,1690.0,14.506372352544124,1,IMERG_Final_V07
20500,25.422278,91.867694,2025-05-30,80.9749984741211,1713.0,31.434832006995155,1,IMERG_Final_V07
20501,25.43480556,91.85952778,2025-05-30,80.9749984741211,1805.0,32.53469816945699,1,IMERG_Final_V07
20502,25.48716667,91.81936111,2025-05-30,80.9749984741211,1724.0,6.91817481667161,1,IMERG_Final_V07
20503,25.456896,91.826145,2025-05-30,80.9749984741211,1760.0,17.775317038209,1,IMERG_Final_V07
20507,25.355042,91.767525,2025-05-31,92.13501739501952,1621.0,38.97802093380687,1,IMERG_Final_V07
20508,25.340415,91.774142,2025-05-31,92.13501739501952,1441.0,31.77256152831432,1,IMERG_Final_V07
20538,25.67469444,91.88652778,2011-06-26,8.669999122619629,1062.0,4.763641690726177,1,IMERG_Final_V07
20541,25.563,91.885,2019-07-09,145.4149932861328,1572.0,24.16881343581011,1,IMERG_Final_V07
20543,25.281,91.57330556,2019-07-07,3.289999723434448,1325.0,14.03624346792648,1,IMERG_Final_V07
20547,25.23211111,91.37252778,2019-06-27,157.5699920654297,418.0,16.051123667414398,1,IMERG_Final_V07
20548,25.22194444,91.38422222,2019-06-27,157.5699920654297,240.0,21.04572088407584,1,IMERG_Final_V07
20550,25.18766667,91.39816667,2019-06-27,121.07498931884766,94.0,20.43931757325825,1,IMERG_Final_V07
20551,25.18688889,91.39855556,2019-06-27,121.07498931884766,77.0,17.083143246452856,1,IMERG_Final_V07
20553,25.44233333,92.19447222,2020-05-26,198.02999877929688,1331.0,7.825525624597575,1,IMERG_Final_V07
20554,25.44177778,92.19558333,2020-05-26,198.02999877929688,1340.0,4.262693045214654,1,IMERG_Final_V07
20556,25.43630556,92.19525,2020-05-26,198.02999877929688,1359.0,13.16632060042364,1,IMERG_Final_V07
20557,25.43505556,92.19836111,2020-05-26,198.02999877929688,1350.0,13.03657849691309,1,IMERG_Final_V07
20558,25.44741667,92.20138889,2020-05-26,220.6400146484375,1371.0,18.96231828867539,1,IMERG_Final_V07
20559,25.45075,92.19452778,2020-05-26,198.02999877929688,1354.0,22.29097037475897,1,IMERG_Final_V07
20560,25.45351667,92.18784722,2020-05-26,198.02999877929688,1272.0,8.984876931685683,1,IMERG_Final_V07
20575,25.36103333,91.64700833,2022-06-17,119.20999145507812,1449.0,26.577778623734844,1,IMERG_Final_V07
20576,25.21273889,90.63216111,2022-06-17,129.6599884033203,44.0,24.46133251877165,1,IMERG_Final_V07
20577,25.21022222,90.63220278,2022-06-17,129.6599884033203,36.0,15.92277945817654,1,IMERG_Final_V07
20578,25.38163333,90.06033889,2022-06-09,37.15499496459961,82.0,8.47871314708616,1,IMERG_Final_V07
20579,25.45939722,90.70860278,2022-06-17,102.18999481201172,190.0,21.6115960987222,1,IMERG_Final_V07
20580,25.45903056,90.70813333,2022-06-17,102.18999481201172,185.0,18.305448954250743,1,IMERG_Final_V07
20581,25.44835,91.59150278,2022-06-15,127.18499755859376,1649.0,12.260147486012336,1,IMERG_Final_V07
20582,25.44743611,91.59103889,2022-06-15,127.18499755859376,1628.0,20.846265656650555,1,IMERG_Final_V07
20583,25.44716111,91.59067778,2022-06-15,127.18499755859376,1635.0,24.16881343581011,1,IMERG_Final_V07
20587,25.35861111,91.97208333,2022-04-04,68.62498474121094,1166.0,22.86208914423492,1,IMERG_Final_V07
20588,25.35908333,91.97433333,2022-04-04,68.62498474121094,1189.0,34.41738871044157,1,IMERG_Final_V07
20589,25.39611111,91.99194444,2022-04-04,68.62498474121094,1436.0,24.16881343581011,1,IMERG_Final_V07
20590,25.365263,91.878497,2023-04-13,0.0,1545.0,19.47122063449069,1,IMERG_Final_V07
20591,25.52901389,91.26188611,2023-06-17,65.53998565673828,1361.0,20.607120971804857,1,IMERG_Final_V07
20592,25.41955556,92.16194444,2023-08-10,0.4100000262260437,1393.0,3.931095784160226,1,IMERG_Final_V07
20593,25.55256111,91.61870278,2024-06-28,8.164999008178711,1657.0,15.042369244334246,1,IMERG_Final_V07
20594,25.39295833,91.55163333,2024-05-28,51.25499725341797,1415.0,20.699546585586496,1,IMERG_Final_V07
20595,25.37129167,91.48003056,2024-06-15,133.239990234375,1567.0,9.368915578454835,1,IMERG_Final_V07
20596,25.40288611,91.43424167,2024-05-28,63.43999481201172,1527.0,16.051123667414398,1,IMERG_Final_V07
20597,25.531739,91.296177,2024-07-02,4.8899993896484375,1460.0,25.8493248967401,1,IMERG_Final_V07
20598,25.540056,91.314142,2024-07-02,3.619999885559082,1513.0,13.824682316158707,1,IMERG_Final_V07
20599,25.62790278,91.88801944,2024-05-28,69.2249984741211,1257.0,9.870926939134982,1,IMERG_Final_V07
20600,25.630403,91.8899195,2024-05-28,69.2249984741211,1250.0,9.73677691573277,1,IMERG_Final_V07
20601,25.630858,91.887601,2024-05-28,69.2249984741211,1232.0,14.273571375658683,1,IMERG_Final_V07
20602,25.641242,91.894137,2024-07-02,4.535000324249268,1210.0,9.462322208025618,1,IMERG_Final_V07
20603,25.65057222,91.89351389,2024-07-02,4.535000324249268,1135.0,21.55942138371082,1,IMERG_Final_V07
20604,25.64887222,91.89692778,2024-07-02,4.535000324249268,1083.0,19.188418756936425,1,IMERG_Final_V07
20606,25.41384722,91.67856111,2024-05-28,63.21001052856445,1655.0,7.416536974278209,1,IMERG_Final_V07
20607,25.34508889,91.60050278,2024-05-28,69.87999725341797,1679.0,37.24571514151944,1,IMERG_Final_V07
20612,25.65308889,91.89803889,2024-07-01,185.36497497558597,1044.0,17.456590925928477,1,IMERG_Final_V07
20613,25.65341111,91.89819444,2024-07-01,185.36497497558597,1038.0,17.035742128041974,1,IMERG_Final_V07
20614,25.66315,91.90180278,2025-05-30,112.52497863769533,1017.0,7.653048720543413,1,IMERG_Final_V07
20615,25.67032222,91.90487222,2025-05-30,112.52497863769533,1008.0,13.915808695897177,1,IMERG_Final_V07
20616,25.67517222,91.8983,2024-06-30,190.3950042724609,1015.0,18.262020066776483,1,IMERG_Final_V07
20617,25.42315556,91.86329167,2025-05-31,74.5550308227539,1740.0,40.41337530810542,1,IMERG_Final_V07
20621,25.49551944,91.49585278,2025-07-02,35.45000076293945,1584.0,17.387333467314576,1,IMERG_Final_V07
20622,25.28247222,91.36413333,2025-05-30,57.005001068115234,973.0,36.16893488396254,1,IMERG_Final_V07
20623,25.28090556,91.36584722,2025-05-30,57.005001068115234,993.0,28.485468456722128,1,IMERG_Final_V07
20630,25.62269444,91.16914444,2024-07-02,6.794999599456787,1222.0,6.379370208442804,1,IMERG_Final_V07
20631,25.61276111,91.17375278,2024-07-02,6.794999599456787,1166.0,14.763132623631552,1,IMERG_Final_V07
20632,25.66156667,91.13485278,2024-07-02,6.794999599456787,1145.0,10.759583898850556,1,IMERG_Final_V07
20633,25.69150833,91.64160833,2025-05-29,81.84500122070312,1338.0,1.3502244696996155,1,IMERG_Final_V07
20634,25.69517778,91.64123611,2025-05-30,87.50001525878906,1302.0,15.06995574963759,1,IMERG_Final_V07
20635,25.69688611,91.64176667,2025-06-25,21.9900016784668,1285.0,11.348119585994183,1,IMERG_Final_V07
20636,25.70087778,91.642902,2024-10-08,0.4100000262260437,1247.0,18.43494882292201,1,IMERG_Final_V07
20637,25.69866667,91.64517222,2024-08-06,8.954999923706055,1228.0,24.242444512172103,1,IMERG_Final_V07
20638,25.69683611,91.64485556,2024-08-06,8.954999923706055,1257.0,20.699546585586496,1,IMERG_Final_V07
20639,25.69523333,91.64426944,2025-05-30,87.50001525878906,1225.0,25.5133092609215,1,IMERG_Final_V07
20640,25.69463611,91.64577778,2025-05-30,87.50001525878906,1204.0,23.75010057347409,1,IMERG_Final_V07
20641,25.68698889,91.64812222,2025-05-28,21.645000457763672,1171.0,38.29781579971788,1,IMERG_Final_V07
20642,25.68690556,91.64915278,2025-05-28,21.645000457763672,1124.0,21.81855031431221,1,IMERG_Final_V07
20643,25.688833,91.653639,2025-06-25,21.9900016784668,1046.0,27.017123217850244,1,IMERG_Final_V07
20644,25.68798889,91.65838889,2024-05-28,66.5149917602539,1032.0,29.58124669955053,1,IMERG_Final_V07
20645,25.68805,91.66653,2024-05-28,66.5149917602539,957.0,31.051293565952417,1,IMERG_Final_V07
20646,25.68822222,91.66746111,2025-06-11,18.154998779296875,936.0,25.5133092609215,1,IMERG_Final_V07
20647,25.69007,91.67085,2025-06-11,18.154998779296875,888.0,6.091478002079769,1,IMERG_Final_V07
20648,25.733262,91.675754,2025-06-11,59.99999237060547,742.0,16.453666886955713,1,IMERG_Final_V07
20649,25.762051,91.658959,2024-05-29,15.93499755859375,796.0,6.0172848640320336,1,IMERG_Final_V07
20650,25.770935,91.656497,2024-05-29,15.93499755859375,776.0,10.555380466061171,1,IMERG_Final_V07
20651,25.791616,91.658242,2024-05-29,15.93499755859375,743.0,8.582483688827132,1,IMERG_Final_V07
20652,25.803984,91.659801,2024-08-28,2.129999876022339,686.0,23.132182561931256,1,IMERG_Final_V07
20653,25.700668,91.596815,2025-05-31,32.724998474121094,1345.0,15.503408837548552,1,IMERG_Final_V07
20654,25.739454,91.572107,2025-05-31,32.724998474121094,903.0,22.373844274024943,1,IMERG_Final_V07
22157,23.744167,92.730472,2007-09-08,119.98500061035156,801.0,25.79602649449995,1,IMERG_Final_V07
22176,23.751528,91.604533,2018-06-04,4.284999847412109,88.0,6.721369339369457,1,IMERG_Final_V07
22177,23.751694,92.731528,2007-09-08,119.98500061035156,946.0,23.628423517864427,1,IMERG_Final_V07
22701,23.73888889,92.69638889,2024-05-28,70.93499755859375,1044.0,26.74234155739631,1,IMERG_Final_V07
22703,23.74027778,92.69722222,2024-05-28,70.93499755859375,1039.0,18.305448954250743,1,IMERG_Final_V07
22704,23.74066667,92.69336111,2024-05-28,70.93499755859375,927.0,12.225122675735753,1,IMERG_Final_V07
22705,23.7385748,92.6941941,2024-05-28,70.93499755859375,986.0,32.98940559251086,1,IMERG_Final_V07
22706,23.74472222,92.69277778,2024-05-28,70.93499755859375,974.0,24.904481044556743,1,IMERG_Final_V07
22707,23.74116667,92.69455556,2024-05-28,70.93499755859375,948.0,25.8493248967401,1,IMERG_Final_V07
22708,23.7375,92.69444444,2024-05-28,70.93499755859375,979.0,29.51750907883067,1,IMERG_Final_V07
22711,23.73361111,92.69388889,2024-05-28,70.93499755859375,900.0,23.11642191920837,1,IMERG_Final_V07
22712,23.73472222,92.695,2024-05-28,70.93499755859375,917.0,22.07341542334565,1,IMERG_Final_V07
22714,23.73305556,92.69944444,2024-05-28,70.93499755859375,894.0,32.754877470959904,1,IMERG_Final_V07
22715,23.74972222,92.69833333,2024-05-28,70.93499755859375,630.0,22.22435314380804,1,IMERG_Final_V07
22716,23.73111111,92.70222222,2024-05-28,71.20498657226562,862.0,20.307500221928045,1,IMERG_Final_V07
22717,23.73111111,92.70388889,2024-05-28,71.20498657226562,873.0,20.99158237694124,1,IMERG_Final_V07
22718,23.73333333,92.70527778,2024-05-28,71.20498657226562,949.0,11.461836902818336,1,IMERG_Final_V07
22720,23.73583333,92.69777778,2024-05-28,70.93499755859375,993.0,16.253917058152773,1,IMERG_Final_V07
22721,23.73132778,92.70821944,2024-05-28,71.20498657226562,885.0,13.421509132977462,1,IMERG_Final_V07
22722,23.72428333,92.70737778,2024-05-28,71.20498657226562,978.0,27.226347381898258,1,IMERG_Final_V07
22723,23.72276944,92.70665,2024-05-28,71.20498657226562,961.0,39.81120571743024,1,IMERG_Final_V07
22724,23.71446389,92.71146389,2024-05-28,71.20498657226562,988.0,28.08409936669116,1,IMERG_Final_V07
22725,23.71581111,92.70935,2024-05-28,71.20498657226562,902.0,24.22774531795417,1,IMERG_Final_V07
22727,23.7175,92.70666667,2024-05-28,71.20498657226562,900.0,23.628423517864427,1,IMERG_Final_V07
22728,23.71740833,92.70644167,2024-05-28,71.20498657226562,896.0,26.269553396535294,1,IMERG_Final_V07
22730,23.71721667,92.70777778,2024-05-28,71.20498657226562,906.0,25.486125594093767,1,IMERG_Final_V07
22732,23.71305556,92.70895833,2024-05-28,71.20498657226562,981.0,21.18915910142139,1,IMERG_Final_V07
