feature,mean_importance,importance_percent
elevation_m,0.2790579083852963,27.905790838529633
soil_wetness_gwet_top,0.2737834704141246,27.37834704141246
slope_degrees,0.2672895055695915,26.728950556959152
rainfall_mm_day,0.1798691156309876,17.986911563098758
